TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Hour,DayOfWeek,TimeSincePrevTxn_Hours,AccountTxnFrequency,AmountToBalanceRatio,UniqueDevicesPerAccount,UniqueLocationsPerAccount,IsFraud,FraudLabel,RiskSegment
TX002404,AC00111,1493.0,2023-06-07 17:05:00,Debit,Colorado Springs,D000344,136.162.111.135,M096,ATM,69,Retired,151,1,1619.16,2024-11-04 08:07:00,17,Wednesday,12375.033333333333,7,0.9215139245506616,6,6,1,Fraud,High Risk (Flagged)
TX000939,AC00111,35.05,2023-09-27 18:52:00,Debit,Boston,D000589,115.241.186.164,M047,Branch,30,Doctor,105,1,14330.47,2024-11-04 08:07:00,18,Wednesday,9685.25,7,0.002445666773889908,6,6,0,Legitimate,Low Risk
TX001481,AC00111,366.93,2023-12-11 18:43:00,Debit,Houston,D000697,45.182.28.148,M078,Online,66,Retired,33,1,6697.79,2024-11-04 08:11:00,18,Monday,7885.466666666666,7,0.05477556394513039,6,6,0,Legitimate,Low Risk
TX001563,AC00112,554.15,2023-04-18 17:17:00,Debit,Raleigh,D000087,151.247.130.190,M066,ATM,49,Doctor,108,1,14817.22,2024-11-04 08:12:00,17,Tuesday,13574.916666666666,1,0.03739652940771564,1,1,0,Legitimate,Low Risk
TX000190,AC00113,215.9,2023-01-04 16:02:00,Debit,Los Angeles,D000414,147.119.62.178,M083,ATM,38,Doctor,235,1,7873.28,2024-11-04 08:10:00,16,Wednesday,16072.133333333333,4,0.0274183798391726,4,3,0,Legitimate,Low Risk
TX001360,AC00113,174.39,2023-01-09 16:08:00,Debit,San Francisco,D000078,98.255.160.110,M015,ATM,19,Student,36,1,1127.08,2024-11-04 08:11:00,16,Monday,15952.05,4,0.1545900999929083,4,3,0,Legitimate,Medium Risk
TX000201,AC00113,307.41,2023-06-12 17:32:00,Debit,Los Angeles,D000014,1.7.29.72,M007,ATM,19,Student,14,1,1057.0,2024-11-04 08:09:00,17,Monday,12254.616666666667,4,0.2905576559546314,4,3,0,Legitimate,Medium Risk
TX002020,AC00113,643.02,2023-10-02 17:47:00,Credit,Detroit,D000534,34.125.226.63,M065,ATM,38,Doctor,85,1,11989.39,2024-11-04 08:07:00,17,Monday,9566.333333333334,4,0.05362794704759395,4,3,0,Legitimate,Low Risk
TX000802,AC00114,268.39,2023-02-21 18:13:00,Debit,San Antonio,D000224,81.102.230.41,M021,Online,29,Doctor,177,1,9409.43,2024-11-04 08:11:00,18,Tuesday,14917.966666666667,7,0.028520482060862253,7,7,0,Legitimate,Low Risk
TX000561,AC00114,27.07,2023-03-06 17:39:00,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,80,Retired,39,1,3773.29,2024-11-04 08:09:00,17,Monday,14606.5,7,0.0071722098725853075,7,7,0,Legitimate,Low Risk
TX001617,AC00114,34.74,2023-04-28 16:03:00,Credit,Portland,D000142,161.71.2.223,M075,Online,59,Retired,72,1,3736.57,2024-11-04 08:12:00,16,Friday,13336.15,7,0.009294809194209072,7,7,0,Legitimate,Low Risk
TX000142,AC00114,1049.92,2023-10-23 16:50:00,Debit,Detroit,D000522,121.67.144.20,M052,ATM,80,Retired,21,1,2037.85,2024-11-04 08:10:00,16,Monday,9063.333333333334,7,0.5149569610319543,7,7,1,Fraud,High Risk (Flagged)
TX000497,AC00114,286.5,2023-10-23 16:58:00,Credit,Boston,D000602,16.128.130.153,M097,Branch,30,Engineer,60,1,8517.95,2024-11-04 08:09:00,16,Monday,9063.183333333332,7,0.03363090521719226,7,7,0,Legitimate,Low Risk
TX000966,AC00114,477.07,2023-11-27 16:30:00,Debit,Columbus,D000503,80.75.92.66,M096,Online,27,Engineer,278,1,6568.07,2024-11-04 08:07:00,16,Monday,8223.616666666667,7,0.07262367427961644,7,7,0,Legitimate,Low Risk
TX001995,AC00114,77.57,2023-12-13 17:02:00,Debit,Atlanta,D000441,136.104.90.223,M091,Online,49,Doctor,225,1,12801.93,2024-11-04 08:07:00,17,Wednesday,7839.083333333333,7,0.006058769359826226,7,7,0,Legitimate,Low Risk
TX000228,AC00115,581.65,2023-01-09 16:54:00,Debit,Boston,D000666,80.92.209.207,M009,ATM,22,Student,176,1,480.19,2024-11-04 08:09:00,16,Monday,15951.25,3,1.208774080924375,3,3,0,Legitimate,Medium Risk
TX002189,AC00115,85.01,2023-01-23 18:35:00,Credit,Portland,D000185,218.54.207.160,M014,ATM,25,Student,157,1,1299.4,2024-11-04 08:08:00,18,Monday,15613.55,3,0.0653721931713319,3,3,0,Legitimate,Low Risk
TX000053,AC00115,85.43,2023-06-07 16:45:00,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,67,Doctor,145,1,14904.9,2024-11-04 08:06:00,16,Wednesday,12375.35,3,0.005731287610946002,3,3,0,Legitimate,Low Risk
TX002146,AC00116,5.29,2023-03-08 18:51:00,Debit,Indianapolis,D000479,23.92.205.75,M062,Online,52,Doctor,276,1,11263.89,2024-11-04 08:09:00,18,Wednesday,14557.3,6,0.0004696006796338003,6,6,0,Legitimate,Low Risk
TX000392,AC00116,133.73,2023-05-16 16:21:00,Credit,San Jose,D000664,83.80.89.29,M001,Online,25,Student,123,1,1872.22,2024-11-04 08:09:00,16,Tuesday,12903.8,6,0.07139043999103148,6,6,0,Legitimate,Low Risk
TX002490,AC00116,408.62,2023-05-22 17:41:00,Credit,Fort Worth,D000684,58.1.27.124,M021,Online,48,Engineer,159,1,2498.48,2024-11-04 08:07:00,17,Monday,12758.433333333332,6,0.16348200425688544,6,6,0,Legitimate,Medium Risk
TX001373,AC00116,356.56,2023-10-09 17:23:00,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2485.73,2024-11-04 08:11:00,17,Monday,9398.8,6,0.14338508804735536,6,6,0,Legitimate,Low Risk
TX002425,AC00116,14.34,2023-10-17 17:51:00,Credit,Memphis,D000620,80.92.209.207,M004,Online,67,Retired,24,1,7932.51,2024-11-04 08:07:00,17,Tuesday,9206.266666666666,6,0.0018075227736525194,6,6,0,Legitimate,Low Risk
TX000700,AC00116,261.69,2023-11-27 17:29:00,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65,2024-11-04 08:09:00,17,Monday,8222.666666666666,6,0.05103507454681969,6,6,0,Legitimate,Low Risk
TX000044,AC00117,55.32,2023-04-12 16:03:00,Debit,Tucson,D000197,173.135.78.201,M009,ATM,19,Student,117,1,241.79,2024-11-04 08:08:00,16,Wednesday,13720.083333333334,1,0.22785122945755593,1,1,0,Legitimate,Medium Risk
TX002511,AC00118,185.97,2023-02-24 16:24:00,Debit,Denver,D000634,21.190.11.223,M041,Online,23,Student,19,1,1776.91,2024-11-04 08:12:00,16,Friday,14847.8,4,0.10460034534931464,4,4,0,Legitimate,Low Risk
TX001436,AC00118,692.55,2023-03-07 16:51:00,Debit,Charlotte,D000577,180.224.54.115,M058,Branch,53,Retired,109,1,2451.56,2024-11-04 08:12:00,16,Tuesday,14583.35,4,0.2823784127605441,4,4,0,Legitimate,Medium Risk
TX002279,AC00118,85.03,2023-04-10 16:52:00,Debit,San Diego,D000109,160.65.101.37,M020,ATM,51,Retired,48,1,4597.57,2024-11-04 08:06:00,16,Monday,13767.233333333334,4,0.018490530751951152,4,4,0,Legitimate,Low Risk
TX001633,AC00118,287.05,2023-04-14 16:00:00,Debit,Milwaukee,D000356,141.169.67.34,M058,ATM,22,Student,212,1,1204.65,2024-11-04 08:10:00,16,Friday,13672.166666666666,4,0.23808733877991126,4,4,0,Legitimate,Medium Risk
TX000722,AC00119,409.61,2023-07-26 16:05:00,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,65,Doctor,89,1,11698.15,2024-11-04 08:10:00,16,Wednesday,11200.083333333334,6,0.03501194531226628,6,5,0,Legitimate,Low Risk
TX002383,AC00119,761.73,2023-09-11 17:15:00,Debit,Columbus,D000191,89.6.100.149,M075,ATM,19,Student,27,1,151.28,2024-11-04 08:09:00,17,Monday,10070.9,6,5.002167060677699,6,5,0,Legitimate,Medium Risk
TX001947,AC00119,113.54,2023-09-22 16:42:00,Debit,Columbus,D000006,155.19.119.0,M036,Online,38,Engineer,273,1,5581.21,2024-11-04 08:08:00,16,Friday,9807.433333333332,6,0.0203396145970861,6,5,0,Legitimate,Low Risk
TX001446,AC00119,88.42,2023-10-18 16:28:00,Debit,El Paso,D000443,37.143.57.20,M096,ATM,62,Doctor,91,1,12381.45,2024-11-04 08:09:00,16,Wednesday,9183.683333333332,6,0.007140751628312652,6,5,0,Legitimate,Low Risk
TX000301,AC00119,211.36,2023-11-21 16:23:00,Credit,Fort Worth,D000700,63.67.150.226,M041,Branch,51,Engineer,286,1,7943.47,2024-11-04 08:11:00,16,Tuesday,8367.8,6,0.026604669663300384,6,5,0,Legitimate,Low Risk
TX000452,AC00119,54.61,2023-12-04 16:10:00,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,58,Engineer,160,1,7135.64,2024-11-04 08:07:00,16,Monday,8055.95,6,0.007652060353331539,6,5,0,Legitimate,Low Risk
TX001391,AC00120,301.56,2023-02-09 17:46:00,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,10389.6,2024-11-04 08:10:00,17,Thursday,15206.4,6,0.029022385617769906,6,6,0,Legitimate,Low Risk
TX001727,AC00120,85.73,2023-03-01 16:09:00,Debit,Virginia Beach,D000072,134.222.122.238,M100,ATM,41,Doctor,266,1,14928.35,2024-11-04 08:08:00,16,Wednesday,14727.983333333334,6,0.005742379942864224,6,6,0,Legitimate,Low Risk
TX000043,AC00120,241.42,2023-04-20 18:57:00,Credit,Charlotte,D000198,60.89.202.192,M044,Online,57,Doctor,116,1,13357.02,2024-11-04 08:09:00,18,Thursday,13525.2,6,0.018073037770567794,6,6,0,Legitimate,Low Risk
TX001059,AC00120,730.1,2023-07-25 18:04:00,Credit,Chicago,D000453,190.164.160.79,M053,Branch,77,Retired,93,1,6384.05,2024-11-04 08:06:00,18,Tuesday,11222.033333333333,6,0.11434522830674779,6,6,0,Legitimate,Low Risk
TX002053,AC00120,183.22,2023-10-05 18:40:00,Debit,Milwaukee,D000290,64.15.0.66,M099,ATM,27,Student,63,1,1024.42,2024-11-04 08:07:00,18,Thursday,9493.45,6,0.1786780051101012,6,6,0,Legitimate,Medium Risk
TX001169,AC00120,202.55,2023-11-14 18:49:00,Debit,Dallas,D000028,51.250.46.149,M029,ATM,21,Student,34,2,701.73,2024-11-04 08:09:00,18,Tuesday,8533.333333333334,6,0.2882330340244475,6,6,0,Legitimate,Medium Risk
TX001718,AC00121,80.97,2023-01-09 17:27:00,Debit,Seattle,D000255,146.69.70.214,M026,Online,38,Doctor,157,1,5926.31,2024-11-04 08:09:00,17,Monday,15950.7,2,0.013660496920188078,2,2,0,Legitimate,Low Risk
TX000114,AC00121,213.76,2023-03-01 17:52:00,Credit,Dallas,D000574,51.250.122.123,M009,ATM,78,Retired,282,1,3528.72,2024-11-04 08:09:00,17,Wednesday,14726.283333333333,2,0.06056004442278708,2,2,0,Legitimate,Low Risk
TX001118,AC00122,248.66,2023-02-03 17:46:00,Debit,Chicago,D000129,175.166.115.182,M058,Online,28,Engineer,113,1,2571.39,2024-11-04 08:11:00,17,Friday,15350.416666666666,6,0.09666496915319994,6,6,0,Legitimate,Low Risk
TX001531,AC00122,613.7,2023-02-22 17:33:00,Credit,Fort Worth,D000670,86.83.61.143,M055,Branch,61,Retired,37,1,7307.11,2024-11-04 08:10:00,17,Wednesday,14894.616666666667,6,0.08397520015434909,6,6,0,Legitimate,Low Risk
TX000518,AC00122,358.18,2023-04-10 16:44:00,Debit,Boston,D000650,100.198.165.4,M028,ATM,18,Student,157,1,619.86,2024-11-04 08:07:00,16,Monday,13767.383333333333,6,0.576909448184776,6,6,0,Legitimate,Medium Risk
TX001753,AC00122,303.43,2023-06-06 17:32:00,Debit,Virginia Beach,D000166,200.136.146.93,M029,Branch,22,Student,30,1,1833.24,2024-11-04 08:08:00,17,Tuesday,12398.6,6,0.16542546231681787,6,6,0,Legitimate,Medium Risk
TX002474,AC00122,11.02,2023-07-31 17:49:00,Debit,Austin,D000371,77.208.193.198,M070,Online,42,Doctor,42,1,7879.66,2024-11-04 08:07:00,17,Monday,11078.3,6,0.001398360035834562,6,6,0,Legitimate,Low Risk
TX000447,AC00122,21.4,2023-12-26 16:07:00,Debit,Fresno,D000537,198.166.198.233,M027,Branch,34,Engineer,258,1,9594.11,2024-11-04 08:11:00,16,Tuesday,7528.066666666667,6,0.002230302727118292,6,6,0,Legitimate,Low Risk
TX001574,AC00123,77.54,2023-02-01 17:12:00,Debit,Phoenix,D000352,79.47.176.19,M095,Online,67,Retired,73,1,4536.38,2024-11-04 08:10:00,17,Wednesday,15398.966666666667,4,0.017089157178812445,4,4,0,Legitimate,Low Risk
TX001320,AC00123,162.65,2023-05-11 17:15:00,Debit,New York,D000169,112.86.148.212,M088,ATM,59,Engineer,147,1,9500.95,2024-11-04 08:11:00,17,Thursday,13022.933333333332,4,0.017117539031461963,4,4,0,Legitimate,Low Risk
TX000685,AC00123,578.49,2023-10-16 17:46:00,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13,2024-11-04 08:06:00,17,Monday,9230.333333333334,4,0.08932649591654275,4,4,0,Legitimate,Low Risk
TX001547,AC00123,100.38,2023-11-27 17:51:00,Debit,Seattle,D000548,71.93.189.160,M060,Branch,63,Doctor,49,1,10171.68,2024-11-04 08:09:00,17,Monday,8222.3,4,0.009867606176543448,4,4,0,Legitimate,Low Risk
TX000963,AC00124,55.86,2023-01-23 17:18:00,Debit,Seattle,D000211,200.136.146.93,M007,Online,39,Engineer,68,1,5346.46,2024-11-04 08:06:00,17,Monday,15614.8,4,0.01044608094310196,4,4,0,Legitimate,Low Risk
TX000851,AC00124,23.4,2023-02-08 18:27:00,Debit,El Paso,D000079,74.58.165.67,M027,ATM,46,Doctor,175,4,14851.28,2024-11-04 08:07:00,18,Wednesday,15229.666666666666,4,0.0015755156784008919,4,4,0,Legitimate,Medium Risk
TX001763,AC00124,819.48,2023-10-05 16:27:00,Debit,Virginia Beach,D000395,154.138.163.229,M038,ATM,25,Student,26,1,1804.5,2024-11-04 08:08:00,16,Thursday,9495.683333333332,4,0.4538798116865134,4,4,0,Legitimate,Medium Risk
TX001196,AC00124,292.08,2023-12-29 18:07:00,Debit,Columbus,D000631,218.54.207.160,M067,ATM,72,Retired,32,1,7950.48,2024-11-04 08:09:00,18,Friday,7454.033333333334,4,0.03673278433700393,4,4,0,Legitimate,Low Risk
TX000811,AC00125,178.91,2023-03-15 16:37:00,Debit,Omaha,D000041,35.67.21.23,M035,ATM,18,Student,19,1,8870.89,2024-11-04 08:07:00,16,Wednesday,14391.5,6,0.02016593983919999,6,6,0,Legitimate,Low Risk
TX002488,AC00125,54.1,2023-05-19 17:47:00,Credit,Boston,D000031,110.64.1.201,M085,Branch,28,Engineer,17,1,940.91,2024-11-04 08:06:00,17,Friday,12830.316666666668,6,0.057436485439160856,6,6,0,Legitimate,Low Risk
TX001293,AC00125,19.48,2023-07-10 16:01:00,Debit,Dallas,D000674,16.128.130.153,M002,ATM,27,Engineer,114,1,4739.59,2024-11-04 08:08:00,16,Monday,11584.116666666667,6,0.0041091931595012435,6,6,0,Legitimate,Low Risk
TX001210,AC00125,476.03,2023-09-01 16:12:00,Credit,Houston,D000470,130.92.201.49,M003,Branch,77,Retired,99,1,5958.34,2024-11-04 08:09:00,16,Friday,10311.95,6,0.07987965110230327,6,6,0,Legitimate,Low Risk
TX001317,AC00125,220.23,2023-09-18 18:35:00,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,41,Engineer,48,1,3438.02,2024-11-04 08:06:00,18,Monday,9901.516666666666,6,0.06403859238969241,6,6,0,Legitimate,Low Risk
TX000537,AC00125,56.94,2023-12-11 16:52:00,Credit,Charlotte,D000542,69.82.61.135,M043,Online,76,Retired,74,1,7004.63,2024-11-04 08:07:00,16,Monday,7887.25,6,0.008127748682131371,6,6,0,Legitimate,Low Risk
TX002111,AC00126,175.05,2023-01-02 17:05:00,Debit,San Francisco,D000299,24.129.74.189,M068,Online,39,Engineer,34,1,1447.35,2024-11-04 08:08:00,17,Monday,16119.05,7,0.12086167017640766,7,7,0,Legitimate,Low Risk
TX000250,AC00126,73.55,2023-01-09 16:09:00,Debit,Atlanta,D000210,196.121.240.10,M086,ATM,51,Engineer,158,1,2812.06,2024-11-04 08:11:00,16,Monday,15952.033333333333,7,0.02614590517088153,7,7,0,Legitimate,Low Risk
TX002303,AC00126,106.43,2023-04-17 17:32:00,Credit,Phoenix,D000498,147.114.91.132,M063,ATM,52,Engineer,164,1,9403.12,2024-11-04 08:10:00,17,Monday,13598.633333333333,7,0.011317380041939065,7,7,0,Legitimate,Low Risk
TX001637,AC00126,125.0,2023-06-05 16:19:00,Credit,Indianapolis,D000617,98.39.212.221,M046,Online,49,Engineer,177,1,3215.76,2024-11-04 08:11:00,16,Monday,12423.866666666667,7,0.0388589761126102,7,7,0,Legitimate,Low Risk
TX001380,AC00126,77.53,2023-07-25 18:00:00,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,5158.6,2024-11-04 08:07:00,18,Tuesday,11222.116666666667,7,0.015026358632452127,7,7,0,Legitimate,Low Risk
TX001189,AC00126,643.03,2023-08-01 16:23:00,Credit,Jacksonville,D000384,104.155.121.252,M002,Online,36,Engineer,52,1,2882.16,2024-11-04 08:08:00,16,Tuesday,11055.75,7,0.223029592530418,7,7,0,Legitimate,Medium Risk
TX000761,AC00126,319.27,2023-08-07 16:54:00,Debit,San Antonio,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1,10269.78,2024-11-04 08:12:00,16,Monday,10911.3,7,0.03108527297829376,7,7,0,Legitimate,Low Risk
TX000515,AC00127,539.81,2023-02-21 16:14:00,Debit,San Francisco,D000632,51.196.87.214,M064,Online,46,Engineer,177,1,2051.25,2024-11-04 08:09:00,16,Tuesday,14919.916666666666,2,0.263033256182239,2,2,0,Legitimate,Medium Risk
TX001553,AC00127,5.64,2023-03-08 16:57:00,Debit,Boston,D000691,77.208.193.198,M064,Online,59,Doctor,47,1,12703.24,2024-11-04 08:11:00,16,Wednesday,14559.233333333334,2,0.0004439462730552949,2,2,0,Legitimate,Low Risk
TX001866,AC00128,505.14,2023-01-03 17:33:00,Debit,Portland,D000431,48.89.167.189,M058,ATM,68,Retired,179,1,2525.47,2024-11-04 08:11:00,17,Tuesday,16094.633333333333,7,0.1999390453874378,7,7,0,Legitimate,Medium Risk
TX000488,AC00128,710.14,2023-03-08 16:20:00,Debit,El Paso,D000667,83.207.115.164,M059,ATM,26,Student,227,1,465.63,2024-11-04 08:12:00,16,Wednesday,14559.866666666667,7,1.5218481452114094,7,7,0,Legitimate,Medium Risk
TX002471,AC00128,425.91,2023-03-24 16:34:00,Debit,Jacksonville,D000412,177.116.108.246,M038,ATM,23,Student,47,1,383.58,2024-11-04 08:07:00,16,Friday,14175.55,7,1.1074678870456083,7,7,0,Legitimate,Medium Risk
TX000402,AC00128,137.35,2023-03-29 18:12:00,Credit,Sacramento,D000051,37.213.85.222,M028,Online,40,Doctor,220,1,12662.66,2024-11-04 08:10:00,18,Wednesday,14053.966666666667,7,0.0108459955494699,7,7,0,Legitimate,Low Risk
TX000001,AC00128,14.09,2023-04-11 16:29:00,Debit,San Diego,D000380,162.198.218.92,M015,ATM,70,Doctor,81,1,5112.21,2024-11-04 08:08:00,16,Tuesday,13743.65,7,0.002755607534210408,7,7,0,Legitimate,Low Risk
TX001757,AC00128,34.67,2023-04-25 16:34:00,Debit,Chicago,D000321,78.100.105.143,M077,Online,19,Student,71,1,888.6,2024-11-04 08:11:00,16,Tuesday,13407.616666666667,7,0.03897257194244604,7,7,0,Legitimate,Low Risk
TX001282,AC00128,1397.59,2023-11-13 17:28:00,Credit,Austin,D000117,4.134.78.167,M020,ATM,26,Student,144,1,1134.79,2024-11-04 08:06:00,17,Monday,8558.633333333333,7,1.2305003565800015,7,7,1,Fraud,High Risk (Flagged)
TX000924,AC00129,218.37,2023-06-05 16:27:00,Debit,Houston,D000651,147.119.62.178,M075,ATM,62,Doctor,105,1,9942.24,2024-11-04 08:10:00,16,Monday,12423.716666666667,4,0.021961654350091116,4,4,0,Legitimate,Low Risk
TX001655,AC00129,83.95,2023-06-14 16:16:00,Debit,New York,D000288,60.89.202.192,M015,Online,75,Retired,170,1,7413.18,2024-11-04 08:06:00,16,Wednesday,12207.833333333334,4,0.011322897474838755,4,4,0,Legitimate,Low Risk
TX000818,AC00129,586.85,2023-08-15 16:57:00,Debit,Mesa,D000515,187.199.178.27,M014,ATM,36,Doctor,86,1,6655.15,2024-11-04 08:12:00,16,Tuesday,10719.25,4,0.0881665827843423,4,4,0,Legitimate,Low Risk
TX002411,AC00129,206.25,2023-10-03 16:22:00,Debit,Baltimore,D000045,157.47.114.20,M074,ATM,74,Retired,56,1,3651.07,2024-11-04 08:07:00,16,Tuesday,9543.75,4,0.05647482112883926,4,4,0,Legitimate,Low Risk
TX002357,AC00130,423.96,2023-01-30 18:50:00,Debit,San Diego,D000042,138.181.222.38,M086,ATM,43,Doctor,75,1,8374.38,2024-11-04 08:08:00,18,Monday,15445.3,9,0.05061979277358162,9,9,0,Legitimate,Low Risk
TX000620,AC00130,168.54,2023-02-02 16:13:00,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406.0,2024-11-04 08:08:00,16,Thursday,15375.916666666666,9,0.012571044976504811,9,9,0,Legitimate,Low Risk
TX001858,AC00130,720.13,2023-02-14 17:58:00,Credit,Omaha,D000228,155.140.33.42,M024,ATM,22,Student,96,1,387.02,2024-11-04 08:07:00,17,Tuesday,15086.15,9,1.8559094892015877,9,9,0,Legitimate,Medium Risk
TX000215,AC00130,386.81,2023-03-03 18:02:00,Credit,Detroit,D000248,34.169.232.37,M039,Online,57,Doctor,149,1,7175.29,2024-11-04 08:10:00,18,Friday,14678.133333333333,9,0.05390111046236983,9,9,0,Legitimate,Low Risk
TX001624,AC00130,199.37,2023-06-29 17:39:00,Debit,Chicago,D000413,198.24.183.157,M083,Online,24,Student,79,1,1331.3,2024-11-04 08:08:00,17,Thursday,11846.483333333334,9,0.1496434736921114,9,9,0,Legitimate,Low Risk
TX000674,AC00130,197.49,2023-07-03 16:36:00,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,2024-11-04 08:06:00,16,Monday,11751.5,9,0.03944805875761286,9,9,0,Legitimate,Low Risk
TX000949,AC00130,273.92,2023-07-04 17:50:00,Debit,Portland,D000646,116.43.88.219,M053,Branch,79,Retired,109,1,4543.56,2024-11-04 08:11:00,17,Tuesday,11726.35,9,0.06027426197475663,9,9,0,Legitimate,Low Risk
TX002374,AC00130,344.87,2023-08-28 17:59:00,Debit,Houston,D000608,124.6.134.78,M090,Branch,58,Retired,25,1,7447.44,2024-11-04 08:11:00,17,Monday,10406.2,9,0.046300970404541085,9,9,0,Legitimate,Low Risk
TX001497,AC00130,147.74,2023-09-05 16:52:00,Debit,Raleigh,D000064,12.246.170.239,M034,Branch,23,Student,15,1,1711.78,2024-11-04 08:12:00,16,Tuesday,10215.333333333334,9,0.0862574294421934,9,9,0,Legitimate,Low Risk
TX000664,AC00131,288.28,2023-01-17 17:11:00,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,2024-11-04 08:06:00,17,Tuesday,15758.916666666666,9,1.7813755175183832,9,8,0,Legitimate,Medium Risk
TX001862,AC00131,88.29,2023-01-20 16:46:00,Credit,Houston,D000101,194.29.57.163,M039,Online,50,Engineer,287,1,5245.93,2024-11-04 08:09:00,16,Friday,15687.383333333333,9,0.016826982635560223,9,8,0,Legitimate,Low Risk
TX000827,AC00131,524.6,2023-04-07 17:37:00,Debit,El Paso,D000593,44.73.3.217,M002,Branch,58,Doctor,76,1,13017.7,2024-11-04 08:09:00,17,Friday,13838.533333333333,9,0.040295882077319545,9,8,0,Legitimate,Low Risk
TX000377,AC00131,208.07,2023-07-10 16:51:00,Debit,Oklahoma City,D000084,157.164.245.130,M100,Online,32,Doctor,36,1,8478.9,2024-11-04 08:11:00,16,Monday,11583.333333333334,9,0.02453684595337209,9,8,0,Legitimate,Low Risk
TX000393,AC00131,222.39,2023-08-23 16:32:00,Debit,Virginia Beach,D000008,180.224.54.115,M088,Online,49,Engineer,73,1,3117.39,2024-11-04 08:10:00,16,Wednesday,10527.633333333333,9,0.07131564685623029,9,8,0,Legitimate,Low Risk
TX000644,AC00131,235.4,2023-09-26 17:02:00,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,2024-11-04 08:10:00,17,Tuesday,9711.133333333333,9,0.2872974028510057,9,8,0,Legitimate,Medium Risk
TX002199,AC00131,332.15,2023-10-16 17:12:00,Debit,Dallas,D000421,37.213.85.222,M030,ATM,59,Doctor,105,1,9749.46,2024-11-04 08:07:00,17,Monday,9230.916666666666,9,0.03406505949462897,9,8,0,Legitimate,Low Risk
TX001571,AC00131,50.99,2023-10-31 16:45:00,Debit,Detroit,D000217,147.119.62.178,M003,Branch,29,Doctor,76,1,1334.6,2024-11-04 08:10:00,16,Tuesday,8871.416666666666,9,0.03817759808325846,9,8,0,Legitimate,Low Risk
TX002192,AC00131,879.25,2023-11-07 17:44:00,Credit,Memphis,D000073,190.164.160.79,M086,Online,24,Student,137,1,125.85,2024-11-04 08:08:00,17,Tuesday,8702.4,9,6.931415057154119,9,8,1,Fraud,High Risk (Flagged)
TX001465,AC00132,130.93,2023-02-08 16:52:00,Credit,Houston,D000417,193.221.15.59,M061,Branch,28,Engineer,149,1,860.12,2024-11-04 08:11:00,16,Wednesday,15231.316666666668,4,0.15204617242660723,4,4,0,Legitimate,Medium Risk
TX001589,AC00132,23.24,2023-04-13 16:41:00,Debit,Indianapolis,D000569,184.185.209.72,M054,Branch,68,Doctor,129,1,13777.79,2024-11-04 08:10:00,16,Thursday,13695.483333333334,4,0.001686650279160942,4,4,0,Legitimate,Low Risk
TX000189,AC00132,10.94,2023-10-23 17:24:00,Credit,Philadelphia,D000503,10.191.172.154,M083,ATM,60,Engineer,245,1,1241.99,2024-11-04 08:11:00,17,Monday,9062.783333333333,4,0.008801358015752339,4,4,0,Legitimate,Low Risk
TX002359,AC00132,220.82,2023-12-29 16:30:00,Debit,Louisville,D000297,37.143.57.20,M089,Branch,42,Engineer,31,1,4298.13,2024-11-04 08:08:00,16,Friday,7455.633333333333,4,0.05136388059909795,4,4,0,Legitimate,Low Risk
TX000665,AC00133,245.67,2023-01-02 18:35:00,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,2024-11-04 08:07:00,18,Monday,16117.533333333333,7,0.32614669764354465,7,7,0,Legitimate,Medium Risk
TX001403,AC00133,447.95,2023-01-11 17:27:00,Debit,Tucson,D000442,19.20.13.234,M002,Branch,29,Engineer,75,1,7544.4,2024-11-04 08:09:00,17,Wednesday,15902.7,7,0.05936729663105998,7,7,0,Legitimate,Low Risk
TX000886,AC00133,11.46,2023-02-13 16:53:00,Credit,San Francisco,D000315,13.188.62.74,M092,Online,41,Engineer,128,1,2356.71,2024-11-04 08:09:00,16,Monday,15111.266666666666,7,0.004860648680287228,7,7,0,Legitimate,Low Risk
TX002203,AC00133,240.03,2023-02-27 17:25:00,Debit,Atlanta,D000575,211.45.75.44,M079,Online,33,Engineer,31,1,7807.73,2024-11-04 08:09:00,17,Monday,14774.733333333334,7,0.030738673254165533,7,7,0,Legitimate,Low Risk
